1,作文,zuò wén,to write an essay
1,唉,āi,interjection or grunt of agreement
1,爱护,ài hù,to cherish
1,爱惜,ài xī,to cherish
1,爱心,ài xīn,compassion
2,安慰,ān wèi,to comfort
2,安装,ān zhuāng,to install
2,岸,àn,bank
2,把握,bǎ wò,to grasp (also fig.)
2,摆,bǎi,to arrange
3,班主任,bān zhǔ rèn,teacher in charge of a class
3,办理,bàn lǐ,to handle
3,棒,bàng,a stick
3,傍晚,bàng wǎn,in the evening
3,包裹,bāo guǒ,wrap up
4,包含,bāo hán,to contain
4,包子,bāo zi,steamed stuffed bun
4,薄,báo,thin
4,宝贝,bǎo bèi,treasured object
4,宝贵,bǎo guì,valuable
5,保持,bǎo chí,to keep
5,保存,bǎo cún,to conserve
5,保留,bǎo liú,to retain
5,保险,bǎo xiǎn,insurance
5,报告,bào gào,to inform
6,悲观,bēi guān,pessimistic
6,被子,bèi zi,quilt
6,背,bèi,the back of a body or object
6,背景,bèi jǐng,background
6,本科,běn kē,undergraduate course
7,本领,běn lǐng,skill
7,本质,běn zhì,essence
7,比例,bǐ lì,proportion
7,比如,bǐ rú,for example
7,彼此,bǐ cǐ,each other
8,必然,bì rán,inevitable
8,必需,bì xū,to need
8,必要,bì yào,necessary
8,毕竟,bì jìng,after all
8,避免,bì miǎn,to avert
9,鞭炮,biān pào,firecrackers
9,编辑,biān jí,to edit
9,便,biàn,ordinary
9,辩论,biàn lùn,debate
9,标点,biāo diǎn,punctuation
10,标志,biāo zhì,sign
10,表面,biǎo miàn,surface
10,表明,biǎo míng,to make clear
10,表情,biǎo qíng,(facial) expression
10,表现,biǎo xiàn,to show
11,丙,bǐng,third of 10 heavenly stems 十天干
11,病毒,bìng dú,virus
11,玻璃,bō li,glass
11,博物馆,bó wù guǎn,museum
11,脖子,bó zi,neck
12,不必,bù bì,need not
12,不断,bù duàn,unceasing
12,不见得,bù jiàn de,not necessarily
12,不耐烦,bù nài fán,impatience
12,不要紧,bù yào jǐn,unimportant
13,补充,bǔ chōng,to replenish
13,不安,bù ān,unpeaceful
13,不得了,bù dé liǎo,desperately serious
13,不好意思,bù hǎo yì si,to feel embarrassed
13,不免,bù miǎn,inevitably
14,不然,bù rán,not so
14,不如,bù rú,not equal to
14,不足,bù zú,insufficient
14,布,bù,cloth
14,步骤,bù zhòu,procedure
15,部门,bù mén,department
15,财产,cái chǎn,property
15,踩,cǎi,to step on
15,采访,cǎi fǎng,to interview
15,采取,cǎi qǔ,to adopt or carry out (measures
16,彩虹,cǎi hóng,rainbow
16,参考,cān kǎo,consultation
16,参与,cān yù,to participate (in sth)
16,餐厅,cān tīng,dining hall
16,残疾,cán jí,disabled
17,惭愧,cán kuì,ashamed
17,操场,cāo chǎng,playground
17,操心,cāo xīn,to worry about
17,册,cè,book
17,测验,cè yàn,test
18,厕所,cè suǒ,toilet
18,曾经,céng jīng,once
18,插,chā,to insert
18,差别,chā bié,difference
18,叉子,chā zi,fork
19,拆,chāi,to tear open
19,产品,chǎn pǐn,goods
19,产生,chǎn shēng,to arise
19,长途,cháng tú,long distance
19,常识,cháng shí,common sense
20,抄,chāo,to make a copy
20,朝,cháo,imperial or royal court
20,朝代,cháo dài,dynasty
20,炒,chǎo,to sauté
20,吵架,chǎo jià,to quarrel
21,车库,chē kù,garage
21,车厢,chē xiāng,carriage
21,彻底,chè dǐ,thorough
21,沉默,chén mò,taciturn
21,趁,chèn,to avail oneself of
22,称,chēng,to weigh
22,称呼,chēng hu,to call
22,称赞,chēng zàn,to praise
22,乘,chéng,to ride
22,承担,chéng dān,to undertake
23,承认,chéng rèn,to admit
23,承受,chéng shòu,to bear
23,成分,chéng fèn,composition
23,成果,chéng guǒ,result
23,成就,chéng jiù,accomplishment
24,成立,chéng lì,to establish
24,成语,chéng yǔ,Chinese set expression
24,成长,chéng zhǎng,to mature
24,程度,chéng dù,degree (level or extent)
24,程序,chéng xù,procedures
25,诚恳,chéng kěn,sincere
25,吃亏,chī kuī,to suffer losses
25,持续,chí xù,to continue
25,池子,chí zi,pond
25,尺子,chǐ zi,rule
26,翅膀,chì bǎng,wing
26,冲,chōng,thoroughfare
26,充电器,chōng diàn qì,battery charger
26,充分,chōng fèn,ample
26,充满,chōng mǎn,full of
27,重复,chóng fù,to repeat
27,宠物,chǒng wù,house pet
27,抽屉,chōu ti,drawer
27,抽象,chōu xiàng,abstract
27,丑,chǒu,shameful
28,臭,chòu,stench
28,出版,chū bǎn,to publish
28,出口,chū kǒu,an exit
28,出色,chū sè,remarkable
28,出席,chū xí,to attend
29,初级,chū jí,junior
29,除,chú,to get rid of
29,除非,chú fēi,only if (...
29,除夕,chú xī,(New Year's) Eve
29,处理,chǔ lǐ,to handle
30,传播,chuán bō,to disseminate
30,传递,chuán dì,to transmit
30,传染,chuán rǎn,to infect
30,传说,chuán shuō,legend
30,传统,chuán tǒng,tradition
31,窗帘,chuāng lián,window curtains
31,闯,chuǎng,to rush
31,创造,chuàng zào,to create
31,吹,chuī,to blow
31,磁带,cí dài,magnetic tape
32,辞职,cí zhí,to resign
32,此外,cǐ wài,besides
32,刺激,cì jī,to provoke
32,次要,cì yào,secondary
32,匆忙,cōng máng,hasty
33,从此,cóng cǐ,from now on
33,从而,cóng ér,thus
33,从前,cóng qián,previously
33,从事,cóng shì,to go for
33,醋,cù,vinegar
34,促进,cù jìn,to promote (an idea or cause)
34,促使,cù shǐ,to induce
34,催,cuī,to urge
34,存,cún,to exist
34,存在,cún zài,to exist
35,错误,cuò wù,error
35,措施,cuò shī,measure
35,答应,dā ying,to promise
35,达到,dá dào,to reach
35,打工,dǎ gōng,to work a temporary or casual job
36,打交道,dǎ jiāo dào,to come into contact with
36,打喷嚏,dǎ pēn tì,to sneeze
36,打听,dǎ ting,to ask about
36,打招呼,dǎ zhāo hu,to greet sb by word or action
36,大方,dà fang,generous
37,大象,dà xiàng,elephant
37,大型,dà xíng,large
37,呆,dāi,foolish
37,贷款,dài kuǎn,a loan
37,待遇,dài yù,treatment
38,担任,dān rèn,to hold a governmental office or post
38,单纯,dān chún,simple
38,单调,dān diào,monotonous
38,单独,dān dú,alone
38,单位,dān wèi,a unit
39,单元,dān yuán,unit
39,耽误,dān wu,to delay
39,胆小鬼,dǎn xiǎo guǐ,coward
39,淡,dàn,insipid
39,当代,dāng dài,the present age
40,挡,dǎng,to resist
40,岛,dǎo,island
40,倒霉,dǎo méi,to have bad luck
40,导演,dǎo yǎn,to direct
40,导致,dǎo zhì,to lead to
41,倒,dào,to place upside down
41,到达,dào dá,to reach
41,道德,dào dé,virtue
41,道理,dào li,reason
41,登机牌,dēng jī pái,boarding pass
42,登记,dēng jì,to register (one's name)
42,等待,děng dài,to wait
42,等候,děng hòu,to wait
42,等于,děng yú,to equal
42,滴,dī,a drop
43,的确,dí què,really
43,敌人,dí rén,enemy
43,递,dì,to hand over
43,地道,dì dao,authentic
43,地理,dì lǐ,geography
44,地区,dì qū,local
44,地毯,dì tǎn,carpet
44,地位,dì wèi,position
44,地震,dì zhèn,earthquake
44,点头,diǎn tóu,to nod
45,点心,diǎn xin,light refreshments
45,电池,diàn chí,battery
45,电台,diàn tái,transmitter-receiver
45,钓,diào,to fish with a hook and bait
45,丁,dīng,fourth of 10 heavenly stems 十天干
46,顶,dǐng,apex
46,冻,dòng,to freeze
46,洞,dòng,cave
46,动画片,dòng huà piàn,animated film
46,逗,dòu,to stay
47,豆腐,dòu fu,tofu
47,独立,dú lì,independent
47,独特,dú tè,unique
47,度过,dù guò,to pass
47,短信,duǎn xìn,text message
48,堆,duī,to pile up
48,对比,duì bǐ,to contrast
48,对待,duì dài,to treat
48,对方,duì fāng,counterpart
48,对手,duì shǒu,opponent
49,对象,duì xiàng,target
49,对于,duì yú,regarding
49,吨,dūn,ton
49,蹲,dūn,to crouch
49,多亏,duō kuī,thanks to
50,多余,duō yú,superfluous
50,躲藏,duǒ cáng,to hide oneself
50,恶劣,è liè,vile
50,发表,fā biǎo,to issue
50,发愁,fā chóu,to worry
51,发达,fā dá,developed (country etc)
51,发抖,fā dǒu,to tremble
51,发挥,fā huī,to display
51,发明,fā míng,to invent
51,发票,fā piào,invoice
52,发言,fā yán,to make a speech
52,罚款,fá kuǎn,(impose a) fine
52,法院,fǎ yuàn,court of law
52,翻,fān,to turn over
52,繁荣,fán róng,prosperous
53,凡是,fán shì,each and every
53,反而,fǎn ér,instead
53,反复,fǎn fù,repeatedly
53,反应,fǎn yìng,to react
53,反正,fǎn zhèng,anyway
54,方,fāng,square
54,方案,fāng àn,plan
54,方式,fāng shì,way (of life)
54,妨碍,fáng ài,to hinder
54,房东,fáng dōng,landlord
55,仿佛,fǎng fú,to seem
55,放松,fàng sōng,to loosen
55,非,fēi,to not be
55,肥皂,féi zào,soap
55,肺,fèi,lung
56,废话,fèi huà,nonsense
56,费用,fèi yòng,cost
56,分别,fēn bié,to part or leave each other
56,分布,fēn bù,distributed
56,分配,fēn pèi,to distribute
57,分析,fēn xī,to analyze
57,纷纷,fēn fēn,one after another
57,奋斗,fèn dòu,to strive
57,愤怒,fèn nù,angry
57,风格,fēng gé,style
58,风俗,fēng sú,social custom
58,风险,fēng xiǎn,risk
58,疯狂,fēng kuáng,madness
58,讽刺,fěng cì,to satirize
58,否定,fǒu dìng,to negate
59,否认,fǒu rèn,to declare to be untrue
59,扶,fú,to support with the hand
59,幅,fú,width
59,服从,fú cóng,to obey (an order)
59,服装,fú zhuāng,dress
60,辅导,fǔ dǎo,to coach
60,复制,fù zhì,to duplicate
60,付款,fù kuǎn,to pay a sum of money
60,妇女,fù nǚ,woman
60,改革,gǎi gé,reform
61,改进,gǎi jìn,to improve
61,改善,gǎi shàn,to make better
61,改正,gǎi zhèng,to correct
61,盖,gài,lid
61,概括,gài kuò,to summarize
62,概念,gài niàn,concept
62,干脆,gān cuì,straightforward
62,感激,gǎn jī,to be grateful
62,感受,gǎn shòu,to sense
62,感想,gǎn xiǎng,impressions
63,赶紧,gǎn jǐn,hurriedly
63,赶快,gǎn kuài,at once
63,干活儿,gàn huó r,to work
63,钢铁,gāng tiě,steel
63,高档,gāo dàng,superior quality
64,高速,gāo sù,high speed
64,搞,gǎo,to do
64,告别,gào bié,to leave
64,胳膊,gē bo,arm
64,鸽子,gē zi,pigeon
65,隔壁,gé bì,next door
65,格外,gé wài,especially
65,革命,gé mìng,revolution
65,个别,gè bié,individual
65,个人,gè rén,individual
66,个性,gè xìng,individuality
66,各自,gè zì,each
66,根,gēn,root
66,根本,gēn běn,fundamental
66,更加,gèng jiā,more (than sth else)
67,公布,gōng bù,to announce
67,公开,gōng kāi,public
67,公平,gōng píng,fair
67,公寓,gōng yù,apartment building
67,公元,gōng yuán,CE (Common Era)
68,公主,gōng zhǔ,princess
68,工厂,gōng chǎng,factory
68,工程师,gōng chéng shī,engineer
68,工人,gōng rén,worker
68,工业,gōng yè,industry
69,功夫,gōng fu,skill
69,功能,gōng néng,function
69,贡献,gòng xiàn,to contribute
69,沟通,gōu tōng,to join
69,构成,gòu chéng,to constitute
70,姑姑,gū gu,paternal aunt
70,姑娘,gū niang,girl
70,古代,gǔ dài,ancient times
70,古典,gǔ diǎn,classical
70,古老,gǔ lǎo,ancient
71,股票,gǔ piào,share
71,鼓舞,gǔ wǔ,heartening (news)
71,骨头,gǔ tou,bone
71,固定,gù dìng,fixed
71,固体,gù tǐ,solid
72,雇佣,gù yōng,to employ
72,挂号,guà hào,to register (a letter etc)
72,乖,guāi,(of a child) obedient
72,拐弯,guǎi wān,to go round a curve
72,怪不得,guài bu de,no wonder!
73,关闭,guān bì,to close
73,关怀,guān huái,care
73,官,guān,official
73,观察,guān chá,to observe
73,观点,guān diǎn,point of view
